bname,build_year,floor_area,occupy,water_use,ws_ngas,ws_elec,site_eui
Hotel,2007,188526,100,8907.8,0.3,2122369.7,63.3
Multifamily,1960,222203,100,8171.7,0.4,1359771.8,54.1
Multifamily,1982,232400,100,11805,0.9,1790235,104.2
Multifamily,1957,228416,100,8661,0.4,1629986.3,59
Multifamily,1986,95000,100,4560.1,0.7,766333.1,94.1
Multifamily,1972,205415,100,12129.7,0.9,2269432.9,115.4
Multifamily,1928,309204,100,18008.6,0.7,1808496.5,87
Multifamily,1988,101354,100,5404.4,0.4,1191283.5,76.4
Multifamily,1912,278640,100,13155.1,0.8,1628120.5,97.5
Multifamily,1958,163800,100,6096.6,0.7,996402.8,85.3
Multifamily,1999,101215,100,3897.4,0.5,1469787.1,97.2
Multifamily,1951,235000,100,7257.6,0.5,815998.5,60.1
Multifamily,1956,83750,100,4976.8,0.6,393841.8,68.8
Multifamily,1968,171825,100,9828.7,1,2472858.1,145.5
Multifamily,1927,224474,100,5675.6,0.6,1191402.1,72.2
Multifamily,1929,74784,100,2278.4,0,342937.5,16.6
Multifamily,1929,121518,100,2676.2,0.6,569023.8,70.4
Multifamily,1957,129207,100,521.5,0,626737.8,88.2
Multifamily,1962,223473,100,7057.9,0.6,1015768.8,67.1
Multifamily,1961,320600,100,9869.8,0.5,1605721.1,62
Multifamily,1963,202322,100,9112.8,1.1,1794954.5,131.6
Multifamily,2006,278330,100,7582,0.5,3482720.7,92
Multifamily,1951,100871,100,5577.5,0.7,695855.9,94.9
Multifamily,1940,71005,100,2524.8,0.1,324295.4,59.5
Multifamily,1940,71005,100,2696,0.1,316579.3,42.2
Multifamily,1952,265125,100,10094.2,0.5,1654347.8,72.1
Multifamily,1940,70695,100,2452.9,0.7,338102.2,81.4
Multifamily,1940,70995,100,2193.3,0.6,300903.2,68.5
Multifamily,1942,89400,100,2646.7,0,402389.7,52.3
Multifamily,1951,191000,100,7930.8,0.7,1022148.3,82
Multifamily,1951,224000,100,7719.9,0,1010905,61.7
Multifamily,1954,208122,100,7117.9,0.5,943463.6,61.7
Multifamily,1963,312568,100,12674.2,0.5,1918620.2,65.5
Multifamily,1930,264500,100,5419.3,0.5,1692748.7,65.6
Multifamily,1951,150886,100,7390.8,1,1311314.3,119.8
Multifamily,1929,55736,100,1190.6,0.7,272923.7,83.6
Multifamily,1982,120343,100,9437,0.5,241389.5,57.1
Multifamily,1990,93932,100,7773,0.8,758583.1,99.1
Multifamily,2003,174870,100,7773.1,0.2,2398499.7,58.5
Multifamily,1999,376444,100,16809.5,0.3,4638281.6,71.9
Multifamily,1972,162530,95,10151.8,0.4,1861577.2,75.1
Multifamily,1923,174900,100,5359,0.5,925031.3,69
Multifamily,1920,148111,100,7732.8,0.6,882502.1,71.1
Multifamily,1925,117008,100,2886,0.5,485694.9,63.1
Multifamily,1924,157750,100,3450.1,0.3,826474.4,76
Multifamily,1924,98000,100,3740.7,0.6,513058.6,72.3
Multifamily,1925,90849,100,5528.4,0.4,604315.9,61.3
Multifamily,1925,54600,100,1486.4,0,249547,71.6
Office,1928,61600,100,2735.3,2.1,3113380.3,394.8
Multifamily,1928,111078,100,4568.7,0,1237379.1,45.8
Multifamily,1925,110527,100,1986.1,0.2,748057.6,39.2
Multifamily,1926,131835,100,4391.1,0.6,620818.4,69.9
Office,1926,200000,100,2142.4,0.3,1449040.8,49.2
Multifamily,1974,532700,100,46696.4,0.3,7915046.1,79.3
Multifamily,1925,89812,100,2621.9,0.7,520281.3,79.3
Multifamily,1900,57512,95,4033,0.7,312266.9,87.5
Multifamily,2008,246938,100,2375.1,0.2,1620513.6,41.1
Multifamily,1974,680001,100,44307.9,0.2,10206995.3,69.3
Multifamily,2011,147590,100,4228,0.3,616528.3,44.8
Multifamily,1989,87121,100,6581.4,0.9,916296.8,110.9
Multifamily,1983,138390,100,15382.5,0.8,261631.6,82.7
Multifamily,1985,93170,100,437.6,0.6,526546.5,76.6
Multifamily,2007,61175,100,4452.6,1.4,518680.3,155.3
Multifamily,2009,50805,100,5312.1,0.7,414841.6,92.4
Multifamily,1962,273435,100,8070.5,0.5,1361481,66
Multifamily,2002,168013,100,7966,0.6,1779987.6,92.4
Multifamily,1968,114464,100,4653.6,1,817066.8,132
Multifamily,2008,268910,100,9832.6,0.5,1875318.1,76.4
Multifamily,1973,247615,100,12185.8,0.5,3138522.9,92.5
Multifamily,1925,65019,100,4266.1,0,313040.2,17
Multifamily,1900,59400,95,5352,0.6,335402.1,79.8
Multifamily,2007,51920,100,2653.6,0.5,576961.2,80.1
Multifamily,2008,74067,100,2292.8,0.5,660677.4,74.8
Multifamily,2009,51516,100,1600.8,0.4,383605.3,63.6
Multifamily,2015,82262,100,2053.2,0.5,849190.7,77.9
Multifamily,2011,121022,100,6668.9,0.5,568307.5,65.6
Multifamily,2011,295740,100,17999.5,0.5,1636356.7,68.4
Multifamily,2003,217466,100,14656.3,0.5,3307405.6,87.4
Multifamily,1910,101375,100,10411.4,0.9,738882.1,106.5
Multifamily,1900,50500,100,3277.2,0,188569.6,76.9
Multifamily,1921,52914,100,9993.3,0.2,127624.1,107.8
Multifamily,2005,138836,100,3899.6,0.4,1634696.8,78
Multifamily,1980,75180,100,3681.9,0.6,681317,88.1
Multifamily,1974,69803,100,7155.9,0.1,1305295.5,153.5
Multifamily,2007,253722,100,2608.5,0.1,447505.9,17.7
Multifamily,2007,120394,100,8474.7,0.5,1009323.6,71.9
Multifamily,1970,129386,100,6568.6,0,668976.3,94.1
Facility,2009,71656,100,22,0.2,110470,17.1
Multifamily,2007,265691,95,11066.7,0.3,3024314.4,69
Multifamily,1997,194030,100,9908.3,0.7,1616373.8,88.5
Education,1927,55770,100,1114.3,0.4,1277625.1,92.5
Multifamily,2009,52000,100,3770.3,0.8,314379.8,91.7
Multifamily,2008,60520,100,4102.3,0.8,382248.2,98.4
Multifamily,1999,67000,100,6859.6,0.5,308172.2,60.8
Multifamily,1996,88837,100,4026.8,0.5,776807.1,74.1
Other,1930,78087,100,2963.8,0.1,504663.1,42
Multifamily,1972,352410,100,34414.9,0.3,5380191.4,75.6
Multifamily,1973,84941,90,219,1.1,610679.8,126.8
Multifamily,1980,274857,100,25909.1,0.6,1763062.5,81.1
Multifamily,1980,206697,100,29148.6,0.8,2453615.6,115.8
Multifamily,2012,127884,100,13279.4,0.5,621913.7,64.1
Multifamily,2007,70990,100,7085.5,0.6,478920.2,76.8
General Medical,1992,62791,100,10380,0.7,903658.6,112.9
Multifamily,1972,216081,100,113720.3,1.1,2781237.4,152.3
Multifamily,2009,193185,100,8554.5,0.3,1860901.2,62.1
Multifamily,2004,65352,100,2816.4,0.5,309490.8,62.1
Multifamily,2005,107918,100,3997.6,0.5,450454.3,60.3
Multifamily,2006,109012,100,4681.6,0.4,569923.4,54
Multifamily,1904,47516,100,6117.2,0,259191.7,78.1
Multifamily,1960,60500,100,4282.6,0.7,426288.9,86.6
Multifamily,1915,58430,100,3348.4,0.8,311231.6,93.4
Multifamily,1981,154962,100,15522,0,842880.8,107.9
Multifamily,1983,76300,100,3545.8,0.8,451592.8,96.4
Multifamily,1926,53098,100,3367.6,0.8,201895.5,86.9
Multifamily,1985,105273,100,7235.9,0.1,644090.8,91
Multifamily,2002,54000,100,1484.9,0.6,313414.5,73.2
Multifamily,2006,66215,100,2538.6,0.2,290739.7,28.9
Multifamily,1912,63900,100,4153.6,0,220603.1,77.6
Multifamily,1925,70525,100,6086.2,0,272088,92.6
Multifamily,1900,92000,100,4307.5,0.4,827994.7,66.8
Multifamily,2010,53007,100,1957.4,0.4,300320.6,53.4
Multifamily,1926,97600,100,2708.7,0.5,299375.8,59.4
Multifamily,1927,64779,100,4842.6,0.4,539980.9,133.4
Multifamily,1918,96699,100,2953.3,0.7,335786.2,76.7
Multifamily,1943,324378,100,8406.4,0.6,1450730.9,68.7
Multifamily,1961,390628,100,17621.9,0.7,1879348,77.6
Multifamily,1961,323725,100,16544.7,0.6,2052159.2,89.9
Multifamily,1960,323200,100,15483.2,0.7,1742377.1,82.6
Multifamily,1961,324023,100,15400.9,0.8,1727081.3,94.1
Multifamily,2007,66878,100,2924,0.6,2112031.1,126
Multifamily,2007,171832,100,12549.3,0.5,4714691,108.8
Multifamily,2007,92249,100,4871.3,0.5,2326230.9,114.7
Multifamily,1926,130693,100,3893.6,0,525743.2,59.1
Multifamily,1970,115776,100,219193.9,0.1,755131.2,87.4
Multifamily,1929,378000,100,7682.5,0,741111.9,24.8
Multifamily,2002,214360,100,10000.5,0.6,2517582.2,93.2
Multifamily,1956,71216,100,1881.1,0,375756.8,91.9
Multifamily,1929,95300,100,4424.8,0.8,485872.5,93.4
Multifamily,1982,114065,100,11527.3,0.7,493172.7,77.1
Multifamily,1900,54824,100,2706.5,0,244413,107.9
Multifamily,1989,251334,90,14704.1,1,1722477.3,113.9
Multifamily,1845,60800,100,3707.3,0.7,394505.5,83.7
Multifamily,2012,69340,95,2323.4,0.6,455715.6,80.2
Multifamily,1988,54675,100,4790.5,0.7,412782.5,89.8
Multifamily,1912,69000,100,4941,0.7,306380.6,84.7
Multifamily,2007,113340,100,1777.4,0.3,565892.7,41
Multifamily,1905,55458,100,3336.5,0,212254.1,99.3
Multifamily,2007,121710,100,3837.5,0.5,486483,66.3
Multifamily,1987,374460,100,10206.4,0.1,2046512.7,51.1
Multifamily,1966,182510,100,7806.7,0.5,851481.8,65.1
Multifamily,1963,257760,100,11648.7,0.5,1226000.8,65.4
Multifamily,1963,257760,100,17171.5,0.3,1909124.6,60.5
Multifamily,2007,474020,100,20512.3,0.8,9341142.4,131.1
Multifamily,2008,121194,100,7446.1,0.6,2623949,117
Hotel,1853,93500,100,7290.1,0.5,1337020.7,99.3
Multifamily,1991,59929,100,425.1,0.7,394638.5,82
Facility,1921,113886,100,108.8,0.1,566092.9,23.5
Multifamily,1908,113971,100,7494.7,0.2,499475.6,32.2
Multifamily,1930,86819,100,2883.7,0.5,366073.4,61.2
Multifamily,2008,296245,100,13386.4,0.5,1671783.5,68.3
Multifamily,1925,60920,100,2168.9,0,514281.9,82.1
Multifamily,1983,458835,100,19662.2,0,4142024.8,76.4
Multifamily,1931,190178,100,7161.1,0.5,1351987,72.3
Multifamily,1926,100752,100,3369.2,0,406370.4,79.7
Multifamily,1911,154815,100,5514.8,0,716055,17.2
Multifamily,1901,72520,100,5772.3,0.2,917766,85.8
Multifamily,1938,79040,100,3035.6,0,387130.9,100.9
Multifamily,1912,58469,100,2212.7,0.7,185816.3,75.8
Multifamily,1926,178625,100,4033.3,0,627251.7,61.1
Multifamily,1925,54520,100,2045.7,0.7,242464.6,78.9
Multifamily,1920,56963,100,3992.2,0.3,500536.1,124.2
Multifamily,1920,107120,100,4611,0.7,439061.9,83.3
Multifamily,1930,96257,100,3436.9,0.2,412678.8,66
Multifamily,1925,83905,100,18372.2,1.3,907364,155.2
Multifamily,1926,107869,100,4563.9,0.7,451189.3,82.6
Multifamily,2008,175428,100,6808,0.5,2398119.7,92.6
Multifamily,2007,141654,100,3728.3,0.3,1517743,65.1
Entertainment,1926,267395,100,9765.7,0.1,1450532.7,79.5
Multifamily,1907,91500,100,1718,0.1,723136.2,45.9
Multifamily,1931,75528,100,3315.4,0.3,440472.4,99.8
Multifamily,1920,55400,100,3585.5,0.2,503081.2,108.2
Multifamily,1903,156312,100,5360.5,0.6,795624.3,68.8
Multifamily,1917,91298,100,3402.7,0.6,415137.6,66.5
Multifamily,1927,242320,100,11941.2,0.4,2087885.7,80
Multifamily,1920,94328,100,3787.4,0,382799.7,17.2
Multifamily,1926,114330,100,4374.7,0.6,458119.8,69.5
Multifamily,1900,146638,100,3633.3,0.4,505599.9,48.4
Multifamily,1927,170503,100,23.4,0.4,666028.7,52.7
Multifamily,1926,149993,100,9941.6,0.1,803163.8,73.4
Multifamily,1917,120580,100,5762.2,0.5,478437.2,57.1
Multifamily,1925,132596,100,3557.7,0.5,583143,69.3
Multifamily,1926,236359,100,9343.7,0,1598516.8,23.6
Multifamily,1928,130000,100,5506.4,0.5,391157.8,57
Multifamily,2005,121072,100,4311,0.6,1535028.7,93.7
Multifamily,1929,197000,100,9504,0.4,779542.1,57.6
Multifamily,1930,100900,100,6113.1,0.7,466219.7,81.4
Multifamily,1915,51080,100,3016.9,0.2,341242.9,89.8
Multifamily,1909,94023,100,583953.3,0.9,576107.2,106.3
Multifamily,1911,61562,100,1742.3,0,223743.5,58.4
Multifamily,1911,50904,100,3238.5,0.9,70651.9,84
Multifamily,1909,87645,100,5932.8,0.8,386496,87.7
Multifamily,1909,83519,100,4631.9,0.2,385899.6,39.8
Multifamily,1941,90655,100,4852,0.2,314247,66
Multifamily,1908,55868,100,2915.2,0.6,408759.3,82.9
Multifamily,1909,65822,100,2598,0,202580.3,78.6
Multifamily,2005,80547,100,8875.7,0.5,2596118.4,139.4
Multifamily,1991,75000,100,4318.7,0.6,553597.7,78.7
Multifamily,1909,57760,100,2114,0.8,399,69.4
Multifamily,1918,116020,100,3127.5,0.2,323034.9,42.2
Multifamily,1915,122346,100,3448.5,0.6,531938,69.7
Multifamily,1920,69590,100,2339.9,0,327877.3,72.2
Multifamily,1920,65588,100,2021.1,0.5,199039,51.6
Multifamily,1927,91615,100,2309.2,0.3,1522617.2,83.2
Multifamily,1916,114326,100,3399.1,0,434991.3,66.9
Multifamily,1920,76784,100,4305.8,0.7,300680.7,77.7
Multifamily,1909,82938,100,2471,0,327523.1,16.2
Multifamily,1940,153653,100,4732.9,0.5,745004.9,66
Multifamily,1964,102056,100,3611.6,0,450114.9,80.4
Multifamily,1940,211041,100,6571.4,0.4,754037.9,51.6
Multifamily,1900,50892,100,2386.6,1,259407.7,108.1
Multifamily,1924,106763,100,3204.9,0.5,342970.7,59.1
Multifamily,1949,94804,100,2702,0,673003.9,77
Multifamily,1928,164175,100,7086.5,0.6,766360.9,78.9
Multifamily,1925,217469,100,13805.2,0.2,1017558.4,56.2
Multifamily,1923,204525,100,7215,0.5,590362.9,58
Multifamily,1924,169189,100,5261,0.4,564633.3,55.6
Multifamily,1929,196229,100,7758.7,1.1,1090572.5,127.1
Multifamily,1916,106011,100,3743.3,0.2,397896.4,79
Multifamily,1912,129164,100,2453.9,0,337584.7,49.6
Multifamily,1929,190050,100,4526.4,0.1,594074.5,45.1
Multifamily,1926,62605,100,1870.4,0.3,209494,58.3
Multifamily,1921,74899,100,3010.6,0.6,271682.3,72.5
Multifamily,1927,93293,100,3015.4,0,323199.9,59.5
Multifamily,1916,136348,100,4700.3,0.5,505217,58.4
Multifamily,1926,111236,100,2706.5,0.4,345105.9,51.3
Multifamily,1936,82623,100,2642.1,0,244638.7,71.6
Multifamily,1906,53295,100,1589.6,0,187657.5,70.2
Multifamily,1920,58370,100,6073,0,251269.6,118.8
Multifamily,1921,375000,100,6093.6,0,539502.4,28.6
Multifamily,1907,187588,100,5487,0,619346,13.3
Multifamily,1924,167786,100,4187,0.4,443818.9,49
Multifamily,1924,151912,100,5202,0.5,597319.6,57.9
Multifamily,1985,93365,100,2165.6,0,273731,61.3
Multifamily,1909,102951,100,2641.8,0.7,329738.7,77
Multifamily,1909,74448,100,2454,0,225137.9,32.8
Multifamily,1920,148535,100,5400.2,0.7,871559.6,93.2
Education,1967,100000,100,1126.5,0.1,1154838.1,45.3
Multifamily,1910,64047,100,2134.5,0,283554.2,77.8
Multifamily,1925,262603,100,9223.5,0.6,1017594.7,64.1
Multifamily,1900,68096,100,3093.9,0,195520,13.5
Multifamily,1988,116827,100,4581.1,0,1316761.8,40.6
Multifamily,1911,113232,100,5781.7,0.6,82800,58.4
Multifamily,1907,63480,100,2628.3,0.9,59193.3,85.2
Multifamily,1962,59000,100,2016.7,0.6,236219.1,64.7
Multifamily,1966,59000,100,1585.2,0.8,180263.7,78.9
Multifamily,1968,52740,100,1695.8,0.6,52517,57.2
Office,1920,30644,100,5041.2,0.6,625106,101.4
Office,1940,80000,100,1675.8,0,166007.2,26.1
Office,2003,148244,90,3194.1,0.1,6005671.8,84
Multifamily,2011,84745,100,4567.5,0.5,517490.9,70.1
Multifamily,2008,39816,100,4581.5,0.7,449504.6,103
Multifamily,1983,103958,100,13152.8,0.7,524755.6,85.6
Multifamily,2003,126850,100,8343.8,0.5,1264605.9,73.9
Multifamily,2003,74087,100,2806.7,0.6,527174.2,81.2
Multifamily,1925,52926,100,7999.5,0.9,346222.6,103.8
Multifamily,1920,64058,100,5346.6,0.3,22735.1,69.5
Multifamily,2003,66976,100,1028.9,0.6,454522.3,79.1
Multifamily,2008,98922,100,4078,0.6,886163.7,83.2
Multifamily,2008,139130,100,4681.3,0.3,1745013,67.4
Office,1913,155757,100,3321,0,2113968.9,73.3
Retail,1973,67725,100,1055,0.1,1358605.8,79.1
Multifamily,2012,82530,100,2092.9,0.3,604288.4,53.3
Multifamily,1972,57568,100,6930.7,0.3,1156796.8,91
Multifamily,1973,174040,100,14964,0.6,695583.4,66.1
Multifamily,2005,90365,100,7029.4,1,1212925.6,129.7
Multifamily,1901,69665,90,7054.2,0,429829.3,99
Multifamily,1989,54779,100,3384.9,0.6,343785.9,75.3
Multifamily,1920,60552,100,2960,0,287581.3,110.2
Multifamily,2003,94600,100,2700.1,0.6,579334,77.3
Multifamily,2006,122135,100,5600.4,0.4,653210.9,58.5
Multifamily,2007,145000,100,6587.6,0.6,2537831.7,102.9
Multifamily,1900,73755,100,8459.1,1,748690.9,130.4
Multifamily,2003,117030,100,2700.1,0.4,698640.3,57.5
Multifamily,2003,100359,100,4391.2,0.6,754663.9,79.7
Multifamily,2011,83219,100,3362.5,0.5,575882.2,69.1
Multifamily,1912,69883,100,6492.7,1,354205.5,106.9
Multifamily,1987,103000,100,5192.4,0.7,666778.8,81.7
Multifamily,2006,89334,100,2381.8,0.5,565756.1,62.1
Retail,2000,275000,95,7656.1,0.2,6919034.3,103.5
Multifamily,1900,67464,100,6139.8,0.3,327560.1,45.7
Multifamily,1900,87825,100,2851.8,0.5,429563.6,59.9
Multifamily,2009,75637,100,3669.2,0.5,536551.3,71.6
Multifamily,2003,232076,95,10635.8,0.4,1398638.1,53.7
Multifamily,1924,201406,100,10000.7,0,505363.9,9.2
Multifamily,1911,89901,100,3128.4,0,22047.3,4.7
Multifamily,1900,123000,100,9714.8,0.4,499319.9,53.2
Multifamily,1912,50220,100,2974.3,0.1,173197.6,83.9
Multifamily,1963,84000,100,5482.5,0.5,627834.1,72.5
Office,2004,139392,100,6530.2,0.6,1976799.7,109.2
Facility,1921,108769,100,3027.5,0.1,550266.3,28.2
Multifamily,1920,71869,100,7868.7,0.4,288930,51
Multifamily,1926,66296,100,3723.1,0.1,351779.5,72.4
Multifamily,1926,78680,100,5904.9,0.7,263841,82.2
Multifamily,1926,72751,100,3300.8,0.5,253468.4,58.3
Multifamily,1920,63264,100,5900.2,0.7,260634.1,83
Multifamily,1926,161505,100,5648.5,0.5,599217.9,62.2
Multifamily,1902,153000,100,10365.6,1.3,115727.3,137.4
Multifamily,1910,50916,100,2155.9,0,49203.2,6
Education,1929,262638,100,6017.5,0,1649651.7,55.2
Multifamily,1956,1109765,100,50338.7,0.7,8077255.4,87.4
Office,1924,228106,100,2152.9,0.4,40536,39.7
Education,1989,121000,100,1091,0.4,1986731.8,99.6
Multifamily,1910,148982,100,5243.1,0,145605.7,57.1
Multifamily,1920,59219,100,1394.4,0.1,970,5.8
Multifamily,1942,62244,100,2119.2,1.5,552,128.5
Multifamily,1910,74270,100,2792.8,0.6,274346.7,73.6
Multifamily,1934,56700,100,958.3,0.5,44,45.2
Multifamily,1950,57903,100,2218.4,1.7,64835,153.8
Office,1959,588357,100,15784.1,0.3,6641119.3,65
Education,1924,441101,100,12318.5,0.2,4356436.7,50.6
Multifamily,1926,65172,100,3269.4,0.6,281696.1,72.5
Multifamily,1926,61700,100,2314.5,0.1,409615.7,84.1
Multifamily,1950,110111,100,7811.9,0,520143.2,86.2
Multifamily,1924,300000,100,7258.3,0.5,1616079.7,66.1
Multifamily,1905,53418,100,2456.2,0.7,49760,65.7
Multifamily,1926,58560,100,3501.7,0.7,187320,74.3
Multifamily,1926,65496,100,3992.3,0,219435.4,77.4
Multifamily,1947,64068,100,1813.7,0.6,202142.2,82.3
Education,1950,175578,100,2548.3,0.5,4608799.4,137.1
Multifamily,1905,57180,100,4744.1,0.6,320479.4,76.3
Facility,1925,86453,100,98.3,0.2,401071.2,34.1
Multifamily,1906,52989,100,2229.4,0.4,667287.5,158.6
Multifamily,1926,61912,100,18273.7,0.2,271574.1,98.5
Multifamily,1900,61645,100,6946.8,1.1,504898.1,125.1
Multifamily,1900,72114,100,5088.1,0,217983.3,97
Multifamily,1926,55320,95,4939.4,0,216972.1,43.9
Multifamily,1910,61367,100,1169.4,0.7,517505.1,91.8
Multifamily,1927,71373,100,9658.8,0.7,355619.1,84.8
Multifamily,1903,70509,100,3921,0.7,295175.9,74.9
Multifamily,1903,67474,100,4169.7,0.7,327857.6,83.7
Multifamily,1920,60736,100,828.4,0.2,48387.1,67.7
Multifamily,1920,60036,100,5273,0,330049.2,121.9
Multifamily,1903,63228,100,27864.3,0.9,290229,98.6
Multifamily,1920,61553,95,3743.7,1.1,278312.1,121.2
Multifamily,1910,55143,100,6493.4,0.8,277142,93.4
Multifamily,1910,103248,100,7134.7,0.6,544954.1,72.9
Multifamily,1920,115000,100,5134,0.4,373192,51.7
Multifamily,1910,79932,100,9378.3,1.2,604202.5,139.9
Multifamily,2011,52199,100,4097.8,0.5,448535.4,73.9
Multifamily,1972,94821,100,7934.7,1.2,796234,140.9
Multifamily,1910,84600,100,5784.4,0.8,270227.5,83.7
Multifamily,1920,93046,100,6006.9,0.8,448806.5,92.3
Multifamily,1903,98581,100,2836.6,0.2,817287.5,50.1
Multifamily,1920,159987,100,5076.1,0.6,683686.5,71.7
Multifamily,1929,63378,100,8583.4,0.1,391178,93.4
Multifamily,2008,71175,100,6247.7,0.6,441908.7,82.7
Multifamily,2003,254232,100,8389.8,0.3,3148625.8,58.8
Multifamily,2006,154556,100,9394,0.5,2674849.7,92
Multifamily,2005,158639,100,6626.8,0.6,973841.9,76.8
Multifamily,2007,191934,100,4325,0.4,951129.9,53.1
Multifamily,1930,57788,95,5148.8,0.6,266559,107.4
Multifamily,1965,61332,100,3357.3,0.6,272412.9,69.7
Multifamily,2001,104740,95,3504.6,0.6,1313744.7,99
Multifamily,1956,225667,100,10618,0,1101078.9,125.8
Multifamily,1906,110802,100,4034.9,0.4,290923.3,54.5
Multifamily,1930,54644,100,11946.4,1.4,323389.2,154.1
Multifamily,1910,75457,100,2200.8,0.8,273432.2,88.8
Multifamily,1917,158081,100,10882.7,0,458100.1,66.7
Multifamily,1920,63132,100,4125.3,0.6,284626.9,69.4
Multifamily,1916,70863,100,4762.7,0.6,298433.7,71.1
Multifamily,1916,79462,100,3207.8,0,286501,82.6
Multifamily,1915,59196,100,214.2,0,197333.2,101.2
Multifamily,1930,56831,100,3311.6,0.7,199705.2,72.6
Multifamily,1924,63358,100,4685,0.7,215572.4,75.3
Multifamily,1951,92266,100,5107.7,0.5,349466.1,63.7
Multifamily,1911,67330,100,3017.9,0,298574,114
Multifamily,1988,68202,100,6412.3,0.5,391205.2,69
Multifamily,1923,68754,100,4116,0.7,263958.1,87.3
Multifamily,1930,76413,100,8234.4,1,502404.1,113.1
Multifamily,1941,72312,100,2397.5,1.2,376527.5,125.6
Multifamily,1908,59440,100,7785.7,0.1,541082.1,166.6
Multifamily,1920,61944,100,7408.6,1,715439.5,134.1
Multifamily,1920,60165,100,4320.7,0.1,207831.9,54.2
Multifamily,1907,66984,100,4512.6,0.6,725190.4,92.6
Multifamily,1909,66086,100,5769.8,1,286977.2,110.5
Multifamily,1926,62948,100,6009.9,0,232160.1,90.3
Multifamily,1910,76250,100,74.8,0,300157.1,21.4
Multifamily,1964,442500,100,26681.5,0,2773184.4,99.1
Multifamily,2009,100756,100,5254.6,0.5,738223.5,68.7
Multifamily,1910,59459,100,11144.6,0,231281.7,92.1
Multifamily,1926,63576,100,3069,0.8,188545.2,82.9
Multifamily,1912,110701,100,8525.6,0,404150.5,31.7
Multifamily,1910,99946,100,2517,0.4,395565.9,52.2
Multifamily,1924,51570,100,5015.4,0.6,218215.8,89.4
Multifamily,1926,58914,100,5174.7,0.5,242682.8,123.7
Multifamily,1929,75904,100,6007.1,0.7,381495.9,86.1
Multifamily,1913,66483,100,1499.2,0,288006.1,102.4
Multifamily,1920,50936,100,6389.1,0.4,329628.3,114.1
Multifamily,1925,85836,100,8735.2,0.5,845759.4,156.4
Multifamily,1912,75753,100,43804.7,0,342461.8,119.1
Multifamily,1917,114314,100,7848.7,0.6,398560.7,66.1
Multifamily,1914,62604,100,4546.3,0.6,224511,62.9
Multifamily,1987,67248,100,6123.9,0,345908.3,89.7
Multifamily,1930,73644,100,11980.2,0.1,493624.7,106.7
Multifamily,1920,67854,100,9562.6,0.2,436316,112.6
Multifamily,1931,66366,100,2705,0.7,131493,66.6
Multifamily,1910,52550,100,3451.5,0.4,236392,55.3
Multifamily,1909,68160,100,5053.1,0,311858.8,105.8
Multifamily,1915,74826,100,2931.8,0.1,250875.6,16.4
Multifamily,1922,88176,100,7952.2,0,290319.6,60.4
Multifamily,1910,50028,100,1878.7,0.1,257032.9,118.7
Multifamily,1915,151238,100,7947.5,0.9,611521.3,101
Multifamily,1923,70221,100,10090.6,0.4,859488.9,134.2
Multifamily,1911,58588,95,5352.3,0.9,255197.3,98.4
Multifamily,1979,181278,100,10479.6,0.8,571264.2,81.7
Multifamily,1922,61608,100,1582.9,0.9,229250.3,93.9
Multifamily,1910,57000,100,6932.8,0.8,390312.6,100
Multifamily,1983,135070,100,12129,0.7,1296963.8,94.6
Multifamily,1920,60141,100,3957.6,0.7,337094.2,85.9
Multifamily,1911,60626,100,8481.4,0.8,265855.8,89.4
Multifamily,1909,66073,100,7889,0.1,302204.3,97.4
