ptype,floora_plan,year,occ,site_EUI,n_site_gas,n_site_elec,water_use
Multifamily,83170,1920,100,33.4,10660.5,607248.3,1664.4
Multifamily,85137,1920,100,107.7,76197,661394.7,3751.5
Multifamily,50772,1959,100,139.1,1451.7,761135.9,1982
Multifamily,104225,1941,100,110.5,93638.7,699177.1,2520.7
Multifamily,327000,1960,100,99.9,207334.2,2037419.2,19148.6
Multifamily,94144,1961,100,91.6,1940.5,175181,6442.4
Education,65000,2005,100,105.8,24675.6,1355233.3,867.7
Multifamily,110000,1932,100,57.8,62353.2,143788.4,5306
Multifamily,107255,1931,100,102.8,2083.8,787434,4483.1
Multifamily,125935,1961,100,67,62470.8,913479.8,7871.8
Multifamily,68294,1910,100,40.7,12229.8,490492.6,1078.7
Multifamily,132500,1960,100,70.7,36125.6,608285.3,4157.7
Multifamily,210644,1962,95,64.7,134660,737392.6,7063.1
Multifamily,93517,1987,100,83.8,55085.6,1117839.4,4432.4
Multifamily,79989,2008,100,97.2,33115.9,1614080.4,3601.2
Multifamily,92998,1962,100,59.2,37637.2,607956.2,2993.7
Multifamily,47277,1998,100,50.2,21589.5,260612,1572.9
Multifamily,101602,1985,100,86.9,51309.2,1298819.7,3680.9
Multifamily,148935,1910,100,81.5,2968.1,863873.7,4145.7
Multifamily,79065,1939,100,72,36934.9,663409.4,3652
Multifamily,58030,1906,100,52.2,16752.9,440038.9,681.6
Multifamily,132046,1930,100,96,109209.3,814210.3,6966.6
Multifamily,267542,1963,100,21.2,10029.2,1329116.1,9513
Hotel,107990,2003,100,159.6,107445.5,1906379.8,14024.5
Multifamily,51200,1930,100,82.6,32184.5,367157.7,2022.8
Multifamily,149324,1902,100,60,72671.5,674024.8,4412.6
Multifamily,53500,1900,100,64,24911.3,327247.2,1718.8
Multifamily,71000,1950,100,66,38608.6,331993.7,3046.8
Multifamily,165435,1964,100,72.7,7588.1,817588.7,7621.5
Multifamily,60000,1961,100,76.3,34032.1,415640.6,2093.3
Multifamily,66871,2004,100,145.1,73490.8,658891.3,1695.6
Multifamily,72640,1920,100,41.1,21081,315575.8,1520
Multifamily,595669,1895,100,63.6,342683.4,2704763.8,16620
Multifamily,100320,1939,100,56.3,37201.1,674064.8,3715.3
Multifamily,71549,2003,100,82,45973.7,462373.6,2259.9
Multifamily,210440,2009,100,74.3,77641.3,2497464.4,3909.4
Multifamily,358600,1985,100,55.9,98670.7,3033362.1,15469
Office,95375,1905,100,53.6,14849.6,1605598.1,2722.9
Office,51744,2008,100,63.3,8442.5,738865.1,409
Office,62743,1900,80,138.1,29939.4,1998964.7,7524
Office,105407,2010,100,77.6,33371.6,1528811.9,118.7
Hotel,43018,1910,100,244,66656.9,2949717.8,12821.5
Facility,221200,1890,50,36.9,25181.5,1754026.4,765.5
Other,509503,1891,100,28.7,120439,6009447.6,9996.2
Office,564733,1914,100,254.4,201826.8,39289356.2,13242
Office,278490,1908,100,92.1,77428,9581162.8,1956.4
Office,152691,2007,100,128.8,94410.9,3804095.8,4012.8
Multifamily,58700,2007,100,73.5,21621.9,679423.4,1645.7
Other,111329,1930,100,39.3,21290.3,666416.8,867
Facility,94622,1913,100,50.1,0,1311083.2,302.6
Facility,105095,1921,100,15.6,5777,334821.4,1206.9
Multifamily,103395,2011,100,62.6,37577.3,1047991,2510.8
Multifamily,300000,2002,100,81,181143.1,2477827.6,13375.1
Multifamily,253249,2005,90,99.6,186485.4,2679592.9,9832.4
Multifamily,53455,2004,100,67,22779.2,438816.6,870.9
Multifamily,57189,2008,100,114.6,36731.6,934590.9,2666.5
Multifamily,56776,2013,95,63.1,13340.4,689356.9,2517
Office,67213,1910,100,34.7,93.3,780358.9,5737.2
Multifamily,50939,2007,100,58.7,16846.4,430885.3,845.3
Education,214783,1928,80,75.7,72981.1,2850799.8,2490.3
Office,78080,2005,100,67.4,20757.4,1011614.4,1555.9
Other,72890,1900,100,60.3,0,669168.4,1366.2
Multifamily,101000,2008,100,49.4,37946.7,425834.9,5190.7
Multifamily,112351,2009,100,33.7,13769.9,850284.6,2455.9
Facility,215814,1913,100,29.8,45560.6,725022,249.6
Multifamily,118340,2013,100,48.9,41080,754283.7,4359.6
Office,260086,1915,100,54.6,49156.4,2880132.9,3931
Office,51845,1929,100,179.9,24981.2,544767.9,417
Office,262969,1936,95,110.3,0,3732391.1,6617.4
Office,36092,1923,100,124.3,9723.6,2012695.6,286826.5
Office,956975,1934,100,153.8,541541.8,34789495.9,37855
Multifamily,462086,2007,100,113.7,393688.3,5468531.4,25090.4
Multifamily,50652,2005,100,63,13383.1,568742.8,1427.4
Multifamily,76624,2007,100,62.8,23375.5,788397.2,2065.2
Multifamily,56876,2008,100,113.4,44069.2,676115.8,1175.9
Multifamily,70000,2014,100,54.2,16388.1,670154.8,1328.5
Multifamily,65235,1925,100,95.9,59883.1,251098.1,3162.9
Multifamily,58394,1999,100,54.2,15824.7,484681.5,2107.3
Multifamily,950200,1934,100,73.3,579389.5,3634612.9,27375.3
Multifamily,95844,1914,100,60.9,28801,929726.7,3344.3
Office,200248,1913,40,42.8,4561.2,1280922.6,1587.5
Office,1557252,1968,80,76.2,13808.8,33772159.1,27522.5
Office,515000,1927,100,100.5,232403.9,10086678.8,7465.6
Multifamily,110570,1963,100,98.8,3816.5,568776,5913.9
Multifamily,119194,1928,95,81.4,2853.2,530386.4,5627.5
Multifamily,97857,1929,100,92,76630.4,612325.7,4227.1
Multifamily,142971,1930,100,89.6,107485.7,810413.1,9834.6
Multifamily,66000,1989,100,87.9,45078.4,485132.5,4198.8
Multifamily,221989,2003,100,71.3,108667.9,1670915.7,10445.8
Multifamily,87892,1985,100,79.3,2155.8,925984.6,3185.2
Multifamily,415856,2009,100,82.6,239295.9,3585538.6,16226
Multifamily,86609,2012,100,102.9,54700.1,1493320.3,5062.8
Multifamily,153392,2008,100,61,29104,1930871.8,9392.2
Multifamily,125914,1942,100,54,49818.9,644463.5,4808.1
Multifamily,70038,2013,100,23.8,7971.5,257862.6,967.2
Office,1718392,1932,100,17133.2,5304.1,169801211.5,58241.5
Multifamily,75271,2008,100,112.4,25100,1789106.7,1970
Multifamily,52706,1938,100,80,41462.5,266199.5,2578.5
Multifamily,55332,1950,100,68.3,1105,222298.1,1493.1
Multifamily,77712,1918,100,89.5,2468.3,516378.4,4242.2
Multifamily,64517,1928,100,89.8,43646.9,366698.1,3409.6
Multifamily,110000,1906,100,29.1,3726,883547.7,3266
Multifamily,70677,1964,100,60.2,31835.1,305282.9,2061.5
Other,63200,1904,100,84.2,34.3,689908,315.5
Office,377064,1931,100,62.1,75543.3,4577298.7,8396.9
Office,637285,1916,100,81.2,1392.7,11518530.9,8227.3
Office,719230,1925,100,37.4,579,4972283.2,6369.7
Hotel,742596,1929,100,82.2,630963.4,11628050.6,72005.4
Office,286362,1954,100,87.5,54357.4,5792629.6,5658.3
Office,253339,1926,100,66.9,11991.5,3209056.6,3508.4
Office,306591,1927,100,61.6,6611.8,4208823.1,4318.5
Multifamily,80565,1928,100,78.1,59898,273115.1,4735.3
Multifamily,44000,1925,100,73.8,31167.2,261596.1,1101.3
Office,98454,1928,100,65.6,20,979006.8,1042.8
Hotel,81000,2008,100,130.6,54676.7,1523098.2,8097.2
Office,115745,1924,100,93.3,27341.2,1181222,2487.8
Office,200254,1927,100,67.9,75700.6,2346964.7,5131.6
Office,123177,1927,100,73.6,71.4,1639382.1,1300.9
Office,121817,1928,100,63.8,14.9,1085691.7,1362.2
Multifamily,167760,2011,100,95.3,119777.3,1414788.9,8560.7
Office,83410,1922,100,41.8,2332.1,515279.5,2257
Hotel,102824,2012,100,48.8,32290.2,572683.7,48.2
Office,161756,1927,100,84.1,301.4,1801349.8,4759.9
Office,54395,1925,100,75.6,28669.4,453609.7,468.3
Office,110200,1929,100,65,42641.2,999466.9,890.7
Office,225045,1929,100,71.7,18755,3218879.1,6942.6
Hotel,103133,2013,90,74.4,29551,1449336.1,6827.5
Office,143946,1920,100,64.5,5409.6,1639723.2,3008.1
Multifamily,116249,1931,100,78.9,79333.7,541188.8,4650.7
Multifamily,122198,1937,100,93.1,29365.3,973398.4,6708.7
Multifamily,96221,1930,100,72.8,52351.4,730828.2,4966.3
Multifamily,136095,1989,100,123.2,7361.2,2471015,10830.3
Multifamily,69860,1910,100,83.7,2276,855847.6,2308.5
Multifamily,69206,1926,100,52.9,18119.6,593800,1289.9
Office,138646,1910,100,66.1,29623,1880916.4,2479.8
Office,167228,1912,100,116.5,43285.3,4597925,3244.3
Multifamily,60945,2010,100,83.1,20714.8,1180744.8,2430.4
Office,92532,1929,100,81.3,38317,1605072.4,2313.4
Multifamily,157364,1986,100,18.9,19485.6,343128,5610.4
Multifamily,87037,1962,100,99.3,62924.2,658782.8,4854.1
Multifamily,77683,1913,100,50.1,1873.9,419013,1353.2
Multifamily,127094,1939,100,113.6,120147.2,1096472.7,9612.5
Multifamily,70057,1910,100,88,51010.7,486419.5,2218.7
Multifamily,52313,2002,100,55.3,302.6,816312.5,1453.9
Multifamily,61690,1940,100,66.7,10057.7,284675,5298.1
Multifamily,66524,1930,95,5,605.1,78100.5,0
Multifamily,57207,1930,95,23.2,473.6,363512.5,0
Multifamily,75767,1904,100,121.2,63087.8,962688.8,9049.2
Multifamily,58450,1923,100,72.6,9336.5,186226.8,2364.6
Multifamily,564683,1910,100,89,284550.8,7772393.3,11681.8
Multifamily,50029,1962,100,74.4,2208.3,258932.7,2268.1
Multifamily,62586,1935,100,81,1557.1,251963,2129.9
Multifamily,78780,1925,100,74.8,387.7,454387.7,2292
Other,63000,1912,100,67.4,57428.7,1411190.5,2452.9
Multifamily,236778,2011,100,56.4,75705.5,1848532.3,8785.1
Office,183249,1925,100,66.7,4138.7,2179720.9,2797.6
Other,53361,1900,100,108.1,1043.5,1661505.4,1325.5
Multifamily,97000,1980,100,67.5,1610,683199.9,11987.5
Office,94331,1929,100,44.1,1877.3,862377.5,893.4
Office,132000,1930,100,62.9,33046.8,1741468.1,1983.1
Office,195884,1920,90,69.6,127.9,2738529.1,6281.4
Office,170868,1920,100,58.7,9,1194300.1,3947.7
Hotel,80000,2006,100,77.2,33229.9,879173.2,9861
Multifamily,58194,2006,100,109.9,27764,1115489.9,4296.9
Multifamily,52560,1927,100,94.8,48650.7,272935.8,2330.9
Office,93275,1928,90,66.5,52.8,979428.7,2614.4
Multifamily,151540,1927,100,65.3,304.8,1069220.3,6874.6
Other,143845,1928,100,77.2,11625.5,1641689.6,1256.8
Office,127000,1922,100,110.1,27614.4,1706394.1,4265.2
Office,142801,1925,100,147.4,29.9,1324474.8,2840.4
Office,76355,1926,100,59.1,37302,373531.4,273.8
Other,94914,1927,100,53.5,6.7,780593.4,909.6
Office,95478,1928,100,100.5,42.7,910439.7,1866.4
Office,65977,1925,100,56.8,119.2,633559.5,1271.4
Office,2300271,1970,100,139.2,1132281.7,28199170.5,63820
Office,71467,1924,100,55.5,25822.1,579073.9,2499.7
Office,112609,1935,100,52.3,1,1046376.3,21.9
Office,79230,1926,100,69.8,43260.2,875625.8,3257.2
Office,131750,1924,100,61.1,10611.1,1526991,3144.4
Office,78585,1924,100,104.7,24837.5,1418296.8,3312.4
Office,175000,1922,100,44.9,334,1622247.2,1923.8
Office,781712,1926,100,60.5,50055.4,10212668.5,17948.4
Facility,87675,1924,100,38.7,28997,143686,726.4
Office,164243,1926,60,30.7,24.8,1442026.1,2112.1
Office,235678,1925,100,90.5,23226.9,2568944.5,8749.2
Office,191211,1925,100,65.3,5902.7,2492452.8,4325.9
Office,70579,1922,100,57,19.6,626071.6,720.5
Office,150809,1929,100,47.4,25.4,998658.7,1636.7
Office,96275,1922,100,55.6,15619.2,1002733.9,3876.1
Office,66073,1924,100,60.2,22518.6,592563.2,730.1
Other,235206,1927,100,38.1,251.5,2981534.3,13689.1
Facility,72679,1928,100,76.7,107.3,620539.9,1002.4
Multifamily,78325,1927,100,82.9,8281,949807,3471.7
Office,78006,1924,100,28.5,12.3,1084399.8,2771.6
Office,129560,1920,100,67.6,23880.5,1416530.6,2813.1
Office,314195,1919,100,84.4,17095.8,5800228.2,8183.3
Office,182000,1910,100,35.6,11260,1609806.1,2519.7
Office,81763,1945,100,68.1,8.5,646300.5,2159.9
Office,117520,1925,100,71.7,50502.1,1205701.7,2098.1
Facility,108025,1925,100,53.4,4641.3,687800.7,1471.8
Office,181568,1906,100,75.2,982.6,2031860.1,1519.8
Office,235806,1924,100,81.3,80934,3707944.4,3744
Office,152515,1923,100,77.2,56714.3,2283825.3,1375.1
Office,137199,1923,100,88.7,49748.5,2214156.9,4585.6
Multifamily,180472,2001,100,100.8,202619,4591723.3,20209.9
Multifamily,54009,1985,100,94.1,401.7,787154.4,1095.1
Multifamily,63500,1920,100,68.7,35118.1,328744.4,3116.4
Multifamily,46200,1909,100,76.4,3489.2,256449.2,1107.9
Multifamily,102503,2002,100,87.7,66449,881360.2,3058.4
Multifamily,64000,1910,100,60.9,22965.3,517942.2,1877.3
Multifamily,95000,2006,100,62.2,16749,1297367.7,2921.1
Multifamily,69851,2008,100,64.3,19296.7,892364.9,1711.5
Office,52500,1989,100,77.6,9974.4,944381.1,1575.4
Office,216200,1900,100,72.2,81.7,3608370.5,5085
Office,134235,1904,100,99.6,125.5,2272174.4,1734.9
Multifamily,270238,2001,100,131,279776.7,3105566.1,11261.4
Multifamily,58269,1909,100,54.9,838.6,330408.7,1059.6
Other,72000,1901,100,65.9,1182.3,2115821,2527.1
Office,106941,1898,100,79,38475,1465599.9,1411.6
Multifamily,57926,1938,100,68.2,871.3,323626.9,1970.4
Multifamily,57605,1938,100,59.6,451.6,230405.9,2116.7
Education,51384,1910,100,77.3,15.6,582537.1,940.3
Education,77437,1939,100,98.1,21.1,1471314.6,580
Multifamily,45849,1875,100,47.4,13267.1,552105.6,1725.4
Office,237000,1901,100,102.8,140.2,5421604.1,4932.9
Office,82500,1911,100,55.1,34.8,873785.5,1428.8
Office,79745,1910,100,77.8,178.1,1145281,730.1
Multifamily,92813,2006,100,66.6,39844.9,731141.5,1906.2
Multifamily,51048,1911,100,84.5,31371.9,617730.6,1297.9
Multifamily,67132,1911,100,69,15366.1,927536.5,2326.4
Multifamily,56378,2012,100,41.7,14903,252045.2,2384
Multifamily,127000,1910,100,64.9,59008.3,791945.1,5240.9
Multifamily,71930,2008,100,47.4,21822.6,407198.1,1075.4
Multifamily,129326,2008,100,61.1,30560.3,1493081.7,4614
Multifamily,158605,1978,100,83.5,98077.9,1252421.4,7148.4
Multifamily,94835,1958,100,23.6,1049.8,112549.6,3664.8
Office,64460,1910,100,100.7,9217,662262.8,1929
Office,96000,1911,100,66.1,29503,957736.3,3714.9
Office,60972.9,1911,100,62.6,15.8,567289.9,1491
Office,46280,1911,100,52.1,154.9,330475.6,885.2
Hotel,55916,2003,90,102.5,17798.6,1205992.5,4857.2
Multifamily,63834,1911,100,95.8,34800.4,854948.7,1560.4
Multifamily,335836,2008,100,64.1,94764.2,4030255.5,14757.6
Office,78800,1911,100,40.8,6.8,730519.3,3583.4
Multifamily,263760,2001,100,85.8,162107,2129529.6,9296.8
Office,84150,1970,100,42.4,12.2,713406.3,944
Office,64856,1913,100,94.9,10273.2,1034093.4,3966.7
Multifamily,42422,1911,100,53.1,3012.1,165519.5,843.1
Multifamily,43500,1922,100,30.9,5749.2,313684.1,2458.8
Multifamily,61500,1912,100,143.4,31926.9,1616253.2,6926
Hotel,57200,2007,100,132.2,27950.4,1444653.9,6436.2
Multifamily,45455,1985,100,60.9,25801.8,366274.3,946.7
Office,52976,1950,100,71.2,126.8,978485.7,2168.6
Multifamily,51627,1970,100,56.6,514.9,262181.4,1961.4
Multifamily,70077,1911,100,47.7,29074.9,217640,2623.4
Other,197612,1926,100,72.6,6667.2,2187217.6,3744.7
Office,118785,1910,100,100.3,14.1,962472.6,1095.1
Office,52500,1910,95,47.3,18.8,564989.6,88863.7
Office,56500,1913,100,80.7,62.6,460467.1,413.4
Office,127658,1923,100,112.7,7.5,1482022.8,1014.4
Hotel,80454,2008,80,102.8,41142.1,1291486.7,7369
Office,48686,1912,100,56.9,18721.3,488309.6,745.7
Office,190325,1928,100,42.5,77.3,2477892.5,3964.2
Multifamily,265158,2008,100,115.1,273839.4,8562204.6,26883.5
Office,83642,1930,100,68.9,5212.6,1068355.2,2282.3
Office,85517,1912,100,292.9,51,5431999.3,880.5
Office,105642,1900,100,49.2,23117.1,868155,1505.3
Hotel,124000,2013,100,75.5,34591.4,1734099,8665
Office,248714,1927,90,56.7,59786.4,2643896.7,3162.8
Office,401085,2008,100,67.3,118870.1,4591227.6,11338.8
Hotel,1412862,1918,100,108.3,30622.3,10094625.7,98534.6
Office,53115,1903,100,70.2,13804,755630.7,825.8
Office,138728,1960,100,118.7,41690.5,2912444.3,6355.4
Retail,2169496,1902,100,60.9,56926.8,36806769.6,83344.9
Office,252284,1915,100,84.1,9307.5,5541641.3,4162.6
Office,101203,1945,100,87.1,14.8,1027142.1,3534.5
Office,227400,1921,100,73.1,1111.2,3475824.7,4722.6
Office,356246,1925,100,33.7,63332.9,1915625.4,2273.6
Office,57000,1909,100,55.1,17.7,458400.5,637.2
Office,99117,1923,100,55,6.7,946454.6,2095.3
Office,399639,1925,100,83.4,6199.7,8154223.8,3249.1
Office,110000,1914,100,46.9,4.8,1502726,1943.4
Office,96346,1924,100,38.7,12.7,814971.1,519.9
Office,423289,1928,100,76.9,11696.8,6842283.8,7154.8
Office,499340,1926,100,46.4,1949.8,6587349.7,6669.9
Office,490672,1925,100,52.2,18679.9,5672360.3,11197.8
Office,1094991,1950,75,82.3,8475.6,11034324.6,33024.4
Office,809400,1935,100,75.8,516.7,11817561,4568.4
Multifamily,52289,1923,100,56.8,8.8,411528.4,874.9
Office,420293,1930,100,62,4696.2,4546910.2,5572.5
Office,126457,1914,100,62.9,340.1,1199497.2,3092.5
Multifamily,271270,1965,100,84.9,182526.4,1533135.4,10701.9
Multifamily,294839,1964,100,140.2,320641.8,2533714.2,14726.9
Multifamily,69630,2008,100,73.6,31342.5,635253.1,2256.1
Multifamily,444643,1962,100,68.5,237274.9,2210033.7,16371.1
Multifamily,74500,1986,100,77.4,43348.2,610847.9,2263.9
Office,261000,1906,100,60.8,58451.5,3875947.8,2061.4
Multifamily,62192,1911,100,93.6,444,400883.9,3859.2
Office,164630,1988,100,57.9,41746.7,1747681.2,2250.1
Office,283678,1910,100,75.5,127.7,4791089.4,4721.7
Hotel,52000,1906,100,50.4,21856.2,189860.7,794.4
Office,107967,1905,100,53.7,4.4,1261354,339.2
Office,77035,1911,100,73.1,13322,756061.9,680.6
Education,90600,1988,100,90.2,67099.9,2177263.8,4870.3
Multifamily,51269,1915,100,54.4,17223.1,442017.5,339.6
Office,60257,1906,100,84.4,16695.1,1181826.8,1623.3
Office,161154,1900,100,99,40989.2,4226665.9,3646.1
Office,71302,1950,100,108.3,66609.6,1506520.7,2438.6
Office,47349,1910,100,313.3,52873.3,2725433.4,3128.2
Office,92058,1902,100,58.8,3509.7,1866798.1,2810.5
Multifamily,65959,1963,100,77.4,36682.2,802517.5,1420.8
Multifamily,80730,1908,100,68.5,26321.1,914277.9,1578.4
Office,120000,1901,100,67,3499.3,2322669.8,3596.5
Multifamily,55025,1901,100,93.7,371.3,462227.4,1078.7
Multifamily,58594,1906,100,77.7,21644.5,733586.3,1726.5
Office,749000,1896,100,88.2,287.7,14136907.7,16764.8
Office,112462,1911,100,108.3,32024.4,2113064.1,4479.3
Office,51000,1920,100,90.8,13041.2,1005254.9,281.2
Office,49690,1900,100,83.9,766,873741.2,2594
Office,191278,1886,90,75.9,23.1,3667284.1,2726.8
Office,92820,1906,100,79.1,97.5,1304956.9,7817.2
Office,120000,1909,100,41.4,4677.9,1133685.8,1437.8
Office,100794.9,1908,100,64.8,7.9,1183664.3,3840.1
Office,150000,1900,100,61.2,74.6,2262102.4,1858.9
Multifamily,115127,2006,100,86.1,61555.8,1284702.8,3915.3
Office,59752,1920,100,90.7,9417.7,868680,2417.7
Other,101368,1907,100,54.1,14.1,951741.7,1608.4
Office,110000,1910,100,68.5,7317.9,1347815.3,2412.8
Multifamily,73500,1915,100,60.6,28259.3,524278.5,844.6
Multifamily,151236,2008,100,43.2,31011.6,1142672.9,5065.1
Office,118948,1908,100,100.3,32.1,962714.2,1817.2
Office,128000,1911,100,83.5,24153.9,1964841.4,5224.4
Office,159287,1910,75,49.2,4898.4,1586813.4,3497.8
Multifamily,52829,1909,100,59.7,1990.8,301468.8,901.1
Office,52500,1907,100,36.3,6.7,391844.2,1124.6
Multifamily,68316,2003,100,45.4,22053.6,398216.3,888.8
Multifamily,459402,2000,100,88.2,149734.1,9815837.8,26466.7
Office,460105,1911,100,68.4,1036.1,8120773.5,7254.4
Office,74027,1901,100,103,24695.5,1522617.2,1550.5
Other,92285,1903,100,99.2,65.2,1992117.7,958.8
Office,720042,1910,90,97.8,101929.3,15167853.1,35686.8
Multifamily,269610,2000,100,82.9,148596.5,2824423.9,13697.8
Office,70000,1912,100,81.9,15712.1,965461.7,2774.5
Office,272754,1914,100,50.1,9322.5,3390999.6,4794.3
Office,60000,1916,100,68.9,12.9,721461.8,1448.2
Office,97554,1920,100,81.3,24.4,1309521,1811.1
Multifamily,382790,2007,100,100.6,229115.1,5657503.3,20561.7
Office,100000,1909,100,59.1,42737.6,786174.2,3577.2
Office,105667,1896,95,130.6,20253.2,717230.4,3761.8
Office,82720,1930,100,95.8,16611.7,1496012.5,6469.2
Multifamily,61150,1909,100,107.1,50159.3,685806.7,2673.5
Office,122330,1908,100,74.7,27626.2,1825462.4,0
Office,132000,1915,100,63.6,5881.1,1704101.3,1825
Office,121566,1912,100,75.9,18533,421010.4,3535.3
Office,388582,1920,100,57.7,28969,4535899.2,13.6
Hotel,50000,1994,100,67.7,19947,445034.7,969.5
Multifamily,298829,2003,100,78.4,163831.5,2498184,9738.6
Office,80804,1930,100,73.1,35994.3,881001.8,1074.1
Hotel,125000,1999,85,132.7,91169.8,2300304,11328.5
Office,141830,1967,100,85.9,35719.8,2284406.6,1710.1
Office,49700,1916,100,89.4,18,491981.6,815.4
Office,75750,1910,100,82.8,48807,407769.9,1704.1
Office,59151,1930,100,46.7,11.3,1076735.9,2947.3
Multifamily,63684,1924,100,65.8,39349.4,262192.5,1020.1
Multifamily,41804,1927,100,83.6,2868.1,436823.9,2074.9
Office,51554,1913,100,51.1,20253.3,317248.9,1219.9
Hotel,90633,1904,100,32.9,9504.8,577239.2,14923.7
Hotel,177000,2012,85,37.3,29040.2,1111589.2,7121.1
Office,130000,1909,100,34.6,13.6,449754.9,1740.7
Office,132844,1915,90,43.8,249.7,813804.6,3591.1
Office,75370,1915,100,66,26.5,798861.3,3147.8
Hotel,83753,1900,90,83.2,32992.4,1104211.2,9104.5
Office,52240,1908,90,82.2,15,759593.3,3794.1
Office,113000,1913,90,66,19281.9,974736,4794.4
Office,54118,1906,100,146.6,39230.6,907774.4,3116.2
Office,63000,1911,100,124.1,21073,690941.5,1537.1
Office,185789,1908,100,63.1,35855.2,2814691.8,5513.2
Hotel,75568,1900,90,105.3,7436,1033352.3,8867.1
Office,136069,1925,100,72,14475.6,2388107.6,3634.2
Office,81831,1907,100,78.6,23489.4,1435288.1,1372
Office,57853,1906,100,70.5,78.6,789164.4,752.5
Office,80291,1920,100,107.6,102.6,1895184.8,1913.7
Hotel,55498,1980,80,32,2649.7,437582.9,5469
