property type,sqft,Year Built,Occupancy,ENERGY STAR Score,Site EUI (kBtu/ft²),Oil kBtu,Diesel kBtu,Steam kBtu,gas kBtu,Total CO2 tons,Water kgal
Multifamily Housing,130000,1967,100,88,52.8,0,0,4937810.6,0,506.8,0
Multifamily Housing,105734,1970,100,36,47.7,0,0,0,251675,457.6,2926.4
Multifamily Housing,150000,1922,100,80,72.3,0,0,0,8296200.1,677.8,0
Multifamily Housing,63426,1986,95,42,77.8,0,0,3173520.2,131683.3,369.1,0
Multifamily Housing,950000,1972,100,7,126.4,3935763.8,0,0,90299027.5,7696.3,44961.7
Multifamily Housing,136385,1929,100,76,61.4,0,0,6165798.5,86940,610.6,0
Multifamily Housing,128200,1988,100,16,101,0,0,9717584,0,944.6,0
Multifamily Housing,128696,1928,100,22,91.5,14741436.2,0,0,946366.7,968.7,0
Multifamily Housing,66034,1966,100,0,119.3,13719408,0,0,124245.7,652.7,0
Multifamily Housing,499554,1925,100,80,53.4,0,0,18263949.4,0,1992.4,0
Multifamily Housing,548505,1959,100,91,56.7,0,0,0,21611608.8,2030.9,16933.7
Multifamily Housing,193356,1926,100,57,79.1,0,0,10085861.3,0,1153,7215
Multifamily Housing,67500,1928,100,0,75.1,0,0,3696086.5,0,373,0
Multifamily Housing,228673,1960,100,99,24.1,0,0,8252.8,256522.5,501.2,0
Multifamily Housing,166000,2003,100,87,52.2,0,0,0,5935688.5,568,0
Multifamily Housing,149394,2003,100,94,61.4,0,0,0,7669899.8,546.5,5644.1
Multifamily Housing,804200,1969,100,14,87.6,0,0,0,34138202,5278.8,0
Multifamily Housing,642280,1976,100,23,53.9,4556070.2,0,0,5495928.4,3212.1,0
Multifamily Housing,184076,2004,100,0,134.8,0,0,0,19046950,1607.5,13872.3
Multifamily Housing,241005,2007,100,0,102.3,0,0,0,18831132.7,1635,11012.8
Multifamily Housing,126343,2007,100,35,89.6,0,0,0,7739508.4,743.6,5785.1
Multifamily Housing,239958,2008,100,66,68.2,0,0,0,11295207.5,1089.1,10397.1
Multifamily Housing,455819,1975,100,8,77.2,0,0,0,9489170.4,2889.6,0
Hotel,335897,1927,100,5,133.2,0,0,28751228.9,51821.9,3391.7,26913.4
Office,429031,1987,100,79,72.3,0,0,6204755.2,0,3827,4602.4
Office,175748,1958,100,68,71,0,0,1756911.2,0,1112.2,0
Multifamily Housing,130780,1925,100,81,66.7,0,0,0,6031649.7,641.6,0
Office,166563,1971,65,43,131.3,0,0,13010124.5,0,1686.4,0
Office,105874,1903,95,45,117.1,0,0,3455142.3,3742461.8,1115.9,0
Hotel,57000,1905,100,51,150.6,0,0,3280303.2,1572700,647.9,60.1
Multifamily Housing,184489,1963,100,23,61.6,0,0,5106273.6,79925,917.4,0
Office,285562,1984,100,79,66.1,0,0,1664784.1,1078187.1,1728.4,5470.9
Multifamily Housing,307398,2002,100,7,75.9,0,0,11781580.2,112082,1850.6,0
Hotel,116742,1891,100,11,177.1,8880011.9,0,0,3500688.4,1624.2,0
Office,136733,1928,100,87,63.7,0,0,0,3535659.6,668,2297.3
Office,165636,1951,100,73,81.2,0,0,4762856.8,0,1330.2,3016.2
Hotel,412604,1930,100,4,185.3,0,0,58806386.8,3738206.3,7165.7,0
Multifamily Housing,98246,1928,100,54,65.2,0,0,2735967.2,54000,520.2,1960.6
Office,256459,1958,100,1,5972.3,0,0,2857791684,2529489,194061.3,0
Multifamily Housing,174533,1941,100,31,72.2,17602148.2,0,0,0,1043.3,4729.2
Multifamily Housing,326921,1979,100,37,58.3,6728555.9,0,0,0,1788.7,10884.2
Multifamily Housing,230000,2014,100,100,3.2,0,0,0,161260,79,0
Hotel,320000,1960,100,47,122.3,0,0,0,22689222.5,2732.5,29434.7
Multifamily Housing,151190,1917,100,34,90.5,9822003.4,0,0,173000,1107.2,4810.1
Multifamily Housing,163787,1958,100,97,42.1,0,0,4098297.7,85300,528.6,0
Multifamily Housing,73501,1926,100,0,63,0,0,2692161.1,97090.6,354.9,0
Multifamily Housing,93486,1962,100,11,92,0,0,6579119,0,624.8,0
Multifamily Housing,61821,1918,100,78,73.9,7041863.8,0,0,68171.9,355.5,1150.5
Multifamily Housing,144899,1916,100,88,77.1,16702691.8,0,0,141225,933.3,0
Hotel,69725,1925,90,35,95.8,0,0,1239372,0,587.4,3750.7
Multifamily Housing,53839,1925,100,0,100.6,0,0,3699952.9,68933.3,402.1,0
Multifamily Housing,52991,1901,100,1,151.6,0,0,0,6055824.8,683,4523.5
Multifamily Housing,114465,1916,100,0,95.1,0,0,5224987.1,277333.3,861.2,0
Multifamily Housing,194808,1923,100,99,55.2,13718303,0,0,115550,877.9,3907.8
Multifamily Housing,111779,1910,100,4,77.3,4818146.2,0,0,126006.6,748.4,0
Multifamily Housing,92405,1927,100,8,103.9,0,0,6738589.5,0,712.6,3727.3
Multifamily Housing,210000,1931,100,55,70.1,0,0,9071573.5,489700,1107.3,0
Multifamily Housing,123000,1922,100,95,49.7,7176276,0,0,485093.8,505,2522.4
Hotel,170000,1927,100,70,63,0,0,0,1575839.8,932.1,0
Multifamily Housing,147763,1963,100,0,94.2,0,0,10011329.2,88522,1085,0
Multifamily Housing,188537,1925,100,1,130,0,0,11973312.9,2204542.7,1870.8,0
Multifamily Housing,62857,1951,100,0,113.6,0,0,2980728.1,123300,578.8,0
Office,95935,1927,100,84,62.9,3936984.4,0,0,649024,640.3,0
Multifamily Housing,98000,1963,100,5,107.5,0,0,8109875.2,0,823.9,0
Multifamily Housing,67561,1924,100,0,63.8,5729225.6,0,0,59860,365.2,1062.2
Multifamily Housing,114041,1917,100,32,62.9,0,0,0,4913009.9,470.5,2062.1
K-12 School,78257,1962,100,68,44.4,2443860,0,0,35437,278.1,0
Multifamily Housing,101929,1920,100,0,13145.4,0,0,0,1335513651,71342.1,1878.4
Multifamily Housing,98550,1928,100,43,75.5,0,0,3870840.5,59296,674.4,5546.1
Multifamily Housing,133340,1949,100,0,92.3,0,0,0,8969877.3,793.3,6348.5
Multifamily Housing,101231,1924,100,84,67.8,5166977.4,0,0,82065.6,542.8,1708.6
Multifamily Housing,99583,1914,100,0,69.9,0,0,0,4413507,496.8,2163.4
Multifamily Housing,229380,1963,100,0,79.6,0,0,13575863.7,0,1351.2,0
Multifamily Housing,102879,1928,100,0,117.5,0,0,8873221.9,93266.7,884.1,0
Multifamily Housing,155153,1907,100,90,49.1,0,0,5877399.7,120500,585.8,0
Multifamily Housing,62196,1941,100,0,80.5,0,0,0,4137499.8,335.5,2193.4
Multifamily Housing,76246,1962,100,0,144.7,18274952.6,0,0,64365.6,851.6,0
Multifamily Housing,59935,1926,100,0,93.8,7732416.6,0,0,115940,445.2,0
Multifamily Housing,286573,1949,100,0,81.6,4902367.2,0,0,15310970.9,1548.4,9327.6
Multifamily Housing,123844,1955,100,41,80.8,0,0,0,6959766.7,652.3,3255.5
Multifamily Housing,233157,1948,100,87,42.5,0,0,6392843.1,0,779.4,0
Multifamily Housing,204279,1941,100,0,70.9,0,0,0,10002459.7,971.9,4677.6
Multifamily Housing,98016,1913,100,9,62.5,0,0,0,2217126.8,520.1,1924.7
Multifamily Housing,334086,1948,100,0,98.2,0,0,12724901.9,9961432.7,2342.1,0
Multifamily Housing,66878,1937,100,19,86.6,4323105.8,0,0,48075,459.9,1885.1
Multifamily Housing,186550,1960,100,98,22.1,0,0,5804.3,17888.3,381.5,0
Multifamily Housing,246534,1947,100,0,40.4,13114250.8,0,0,0,819.9,11847.6
Multifamily Housing,122995,1962,100,100,51,0,0,3821306.5,108120,477,0
Multifamily Housing,69540,1937,100,50,74.1,4083571.6,0,0,57310,404.1,1169.2
Multifamily Housing,75999,1928,100,0,81.8,0,0,4105617.1,0,468.4,0
Multifamily Housing,64192,1927,100,0,80.7,0,0,1544805.8,18080,564.7,0
Multifamily Housing,139422,1927,100,3,93.1,0,0,6234435.5,0,1126.8,0
Museum,142636,1935,100,0,100.7,0,0,12971126.3,75037.5,1694.4,0
Multifamily Housing,206989,1928,100,55,84,0,0,12260958,262180,1279.5,0
Multifamily Housing,173500,1928,100,41,84.2,0,0,10515446.2,242613.3,1140.1,0
Multifamily Housing,287748,1929,100,0,25.1,0,0,0,546293.4,718.9,11830.4
Multifamily Housing,163619,1958,100,72,68.8,0,0,6467802.4,100700,908,0
Multifamily Housing,73864,1948,100,70,66.7,0,0,3882446.4,0,388.8,0
Multifamily Housing,292023,1930,100,14,91.4,0,0,17511788.4,329366.7,2034.9,0
Multifamily Housing,77073,1951,100,83,60,0,0,0,3454131,291.9,1384.6
Multifamily Housing,62500,1927,100,57,70.9,0,0,3396711.2,57680,329.3,0
Multifamily Housing,60819,1924,100,0,91.6,0,0,0,3755630.3,385.2,1538.7
Multifamily Housing,113068,1929,100,0,75.7,0,0,3988202.6,2849560,576.4,0
Multifamily Housing,143400,1915,100,44,63.7,0,0,0,6437639,631.4,3050.3
Multifamily Housing,97169,1928,100,73,73.5,11679768.4,0,0,0,596.1,4058
Multifamily Housing,166260,1959,100,29,62.1,0,0,6892448.6,0,776.6,0
Multifamily Housing,93240,1925,100,6,71.8,0,0,4669950.6,35119.4,496.2,0
Multifamily Housing,198233,1937,100,80,79.9,691380,0,0,11715160.7,1011.4,0
Multifamily Housing,63280,1917,100,79,77.4,8972980.6,0,0,0,371.3,2370.4
Multifamily Housing,92844,1959,100,82,58.5,0,0,0,3982020.5,362.9,0
Multifamily Housing,74450,1924,100,76,64.1,3573204.4,0,0,68900,387.4,1350.6
Multifamily Housing,73367,1924,100,0,73.3,0,0,0,3111271.8,375.7,0
Multifamily Housing,209183,1931,100,29,84.8,0,0,12339608.4,285875.8,1320.9,0
Multifamily Housing,69169,1937,100,100,49.9,3139379.4,0,0,46158.1,263.4,1477.4
Multifamily Housing,117234,1922,100,49,93.4,0,0,8454254.7,96325.8,788.9,0
Multifamily Housing,80369,1975,100,47,76.4,0,0,3997069.3,178544.8,457.6,2776.8
Multifamily Housing,95130,1930,100,0,136.1,0,0,8174888.1,0,995.3,0
Multifamily Housing,152572,1930,100,72,73.7,0,0,9201381.7,0,862.3,0
Multifamily Housing,149174,1947,100,88,62,13939656.4,0,0,0,729,3818.8
Multifamily Housing,98881,1917,100,0,57.3,0,0,0,3128729,401.8,1755.7
Multifamily Housing,135440,1950,100,9,109.6,21444702.8,0,0,220311,1169.9,8956.2
Multifamily Housing,224303,1940,100,0,61.5,0,0,0,9151308,942.9,7087.8
Multifamily Housing,73909,1925,100,0,55.3,0,0,2565698.1,68800,308.5,0
Multifamily Housing,165213,1927,100,0,70.2,0,0,7699556.4,0,885.6,0
Multifamily Housing,128328,1929,100,91,64.2,0,0,0,6450400.4,585.6,2824.6
Multifamily Housing,81063,1955,100,70,62,0,0,3875091.1,0,415.9,0
Multifamily Housing,76000,1925,100,0,70.1,0,0,3206857.2,0,421.2,0
Multifamily Housing,200873,1960,100,93,47.4,0,0,6144769.4,19708.8,785.9,0
Multifamily Housing,58500,1926,100,0,61.6,0,0,2105941.4,0,304.8,0
Hotel,130000,1926,100,16,176.9,9126318.4,0,0,3513446,1835,11810.7
Multifamily Housing,221098,1948,100,66,71.5,966000.4,0,0,11988039,1000.8,5649.4
Multifamily Housing,185127,1982,100,100,26.8,0,0,0,2046637.3,378.4,2074.8
Enclosed Mall,121490,1949,100,0,114.2,0,0,3298197.9,0,1201,0
Multifamily Housing,63966,1948,100,0,65.7,0,0,2488150.8,118745.5,323.8,0
Multifamily Housing,162001,1915,100,79,56.5,0,0,0,5913541.7,615.2,0
Multifamily Housing,64680,1917,100,0,78,0,0,0,3650190.9,344.9,3289.9
Multifamily Housing,155819,1930,100,34,79.2,18274512.2,0,0,66575.8,972.3,6264.2
Multifamily Housing,59750,1925,100,54,73.3,0,0,0,3048441.8,285.5,0
Multifamily Housing,78000,1938,100,32,73.8,0,0,4025662.7,69245.2,438.8,0
Multifamily Housing,213319,1927,100,83,40.3,0,0,3984713.6,328571,679.5,0
Hotel,101029,1927,100,0,240,0,0,0,22795314.7,2164.7,0
Multifamily Housing,68200,1924,100,0,63.8,0,0,2793231.4,0,351.2,0
Multifamily Housing,89642,1917,100,0,61,7620828.4,0,0,0,460.3,2677.6
Multifamily Housing,47928,1936,85,0,56.7,0,0,0,2378114.7,181.2,1141.7
Multifamily Housing,110150,1938,100,50,78.4,8558208.2,0,0,2143161.2,636.4,3384.9
Multifamily Housing,150518,1958,100,83,36.3,689999.8,0,0,271767.7,552.7,7061.6
Multifamily Housing,185425,1926,100,100,55.9,14048013.2,0,0,107820.8,853.3,4107.6
Multifamily Housing,60600,1926,100,0,68.9,0,0,3105212.6,60590.3,311.3,0
Multifamily Housing,218064,1958,100,82,62.5,0,0,8681311.1,172600,1027.7,0
Office,219657,1947,100,86,64.1,0,0,2809302.1,299616.7,1260.6,4748.8
Office,170511,1994,60,94,49.8,0,0,3417202.7,0,697.7,18790.4
Multifamily Housing,330173,1963,100,74,58.7,0,0,14128276.2,445150,1572.1,13294.5
Office,405601,1986,100,71,73.8,0,0,6597566.4,0,2605.5,0
Retail Store,849062,1886,100,73,91.6,0,0,17531515.8,1028770,6794.7,3414615.9
Multifamily Housing,163000,2000,100,40,71.8,0,0,5496996.8,0,940.2,0
Office,168619,1960,100,35,149.4,0,0,19011706.9,0,2192.1,0
Multifamily Housing,194831,1960,100,12,85.9,0,0,11501821.4,255250,1248.8,0
Multifamily Housing,206883,1963,100,1,146.9,0,0,24790184.9,386416.7,2151.2,0
Multifamily Housing,45957,1911,100,2,112.7,0,0,4101058.4,52355,439.8,0
Multifamily Housing,108651,1915,100,1,109.4,0,0,6197692.5,205175,970.2,0
Multifamily Housing,91242,1909,100,0,66.4,0,0,4373741.5,0,469.1,0
Multifamily Housing,260709,1984,100,4,89.9,0,0,11785293.3,0,1865,0
Multifamily Housing,95603,1912,100,35,82.2,0,0,0,5142453.5,525.3,3871.4
Multifamily Housing,57847,1957,100,0,75,0,0,0,3057008.4,281.3,1349.5
Multifamily Housing,72307,1913,100,51,82.4,4614724.6,0,0,73655,468.9,2264.5
Multifamily Housing,158277,1962,100,0,74.7,0,0,5382469.8,2412850.2,887.9,0
Multifamily Housing,84968,1913,100,84,69.6,0,0,0,4740603,380.3,2021.2
Multifamily Housing,171390,1959,100,36,91.8,12880558.2,0,0,290709.4,1328.5,0
Multifamily Housing,104980,1960,100,38,75,0,0,0,5717362.5,576.8,4816
Multifamily Housing,141994,1928,100,0,143.6,0,0,12562706.8,3362310,2070.4,0
Multifamily Housing,60170,1923,100,0,70.9,0,0,3395974.6,0,331.6,0
Multifamily Housing,139972,1928,100,36,68.6,13258210.8,0,0,152837.5,829.3,4079
Multifamily Housing,215000,1985,100,35,87.7,0,0,15041844.9,0,1571.6,0
Multifamily Housing,95487,1962,100,7,101.1,0,0,7668537.7,176575,737.3,0
Multifamily Housing,83084,1926,100,0,82.2,5853870.1,0,0,0,615.4,2007.8
Multifamily Housing,258636,1968,100,10,114.9,994152,0,0,22079999.4,1871.3,11101.8
Multifamily Housing,181000,1955,100,47,82.3,0,0,0,11150323.2,939.9,4237.8
Multifamily Housing,62497,2011,100,25,55.9,0,0,0,770948.4,319.9,1630
Multifamily Housing,105268,1929,100,0,104.3,0,0,0,5982026.9,847.1,7201.4
Multifamily Housing,80000,1954,100,32,83.6,0,0,0,5079399.7,419.2,0
Multifamily Housing,72100,1913,100,0,69.4,3445892,0,0,90066.7,403.7,1401.1
Performing Arts,161000,1880,100,0,90.8,0,0,12223161.6,0,1034.2,0
Multifamily Housing,135000,1906,100,74,61.7,828000,0,0,5201166.5,558.4,3286.9
Multifamily Housing,64846,1918,100,56,74.9,3941999.8,0,0,0,381.9,1451.2
Multifamily Housing,258325,1957,100,0,63,0,0,11201907.1,313542.8,1300.7,10168.3
Multifamily Housing,118084,1908,100,18,88.4,0,0,0,7313945.7,678.1,0
Multifamily Housing,125000,1924,100,3,106.6,0,0,9965188.5,113636.7,1017.9,0
Multifamily Housing,182031,1931,100,76,71.9,15243203.6,0,0,2077741.7,990.9,2421.8
Multifamily Housing,43574,1905,100,36,94.3,6257472,0,0,104546.7,353.7,1757.5
Multifamily Housing,103900,1960,100,35,85.6,0,0,6460095,227600,687.8,0
Multifamily Housing,139626,1965,100,23,112.2,0,0,0,12967667.4,1068.4,5357.5
Multifamily Housing,841470,1958,100,59,68.1,0,0,0,41804925.9,3932.3,0
Hotel,93000,1932,100,3,192.8,0,0,9743040,1436506.7,1349.7,0
Multifamily Housing,78153,1916,100,0,72.2,4511837.7,0,0,186533.3,470.4,3407.4
Multifamily Housing,66000,1924,100,71,77.1,7998479.6,0,0,53056.7,424.1,16249.3
Multifamily Housing,265000,1961,100,0,65.3,0,0,14431567.4,0,1260.1,0
Multifamily Housing,57907,1924,100,66,65.4,5706852,0,0,64193.3,303.5,387.5
Multifamily Housing,87539,1949,100,88,29.9,0,0,3828.5,245483.3,232.9,0
Multifamily Housing,174242,1986,100,0,63.6,0,0,4758823.4,133536.7,972.4,24798.4
Other,75100,1980,100,0,217.4,0,0,8944108.2,244349.2,1269.6,0
Multifamily Housing,87400,1959,100,0,92.6,0,0,0,6556307.1,530,0
Multifamily Housing,200954,1962,100,78,61.2,0,0,0,9379033.2,895,9061
Multifamily Housing,91493,1927,100,94,59.4,7734844.4,0,0,952139.9,395,3256.4
Multifamily Housing,122702,1972,100,50,79.9,0,0,6281729.3,0,744.2,0
Multifamily Housing,205476,1958,100,0,60.5,0,0,9184594.2,0,976.7,0
Multifamily Housing,294075,1962,100,43,74.9,0,0,12960881.7,0,1701.3,0
Multifamily Housing,106915,1926,100,82,73.8,10351103.6,0,0,78020,638.1,2536.4
Multifamily Housing,67444,1928,100,59,63.7,0,0,3040965.3,41060,316.9,0
Multifamily Housing,119368,1963,100,96,49.6,0,0,3533105.9,100680,461.7,0
Multifamily Housing,137571,1914,100,75,66.7,828000,0,0,5989269.8,632,4796.2
Multifamily Housing,72890,1914,100,10,71.5,0,0,0,2797623.4,372.8,1538.7
Multifamily Housing,226915,1940,100,32,68.9,9856927.2,0,0,50126.7,1275.2,0
Multifamily Housing,227063,1927,100,89,65,0,0,0,9782173,982,0
Multifamily Housing,85886,1928,100,68,86.5,0,0,5410301.4,213560,556.4,0
Multifamily Housing,176865,1917,100,0,55.8,6480064,0,0,234820,837,3762.6
Multifamily Housing,63441,1923,100,0,86,3911834.5,0,0,57266.7,458.4,1554.5
Multifamily Housing,100308,1929,100,0,65.1,0,0,5081950.5,0,484,0
Multifamily Housing,274340,1958,100,55,69.6,0,0,14015389,510354.6,1491.5,0
Multifamily Housing,100032,1923,100,56,86.4,7420304.4,0,0,91769.7,717.3,1891.4
Multifamily Housing,149255,1923,100,0,39.6,7895255.8,0,0,0,490.3,4461.4
Multifamily Housing,134644,1940,100,72,55.6,0,0,0,4970169.8,516,3566.7
Multifamily Housing,78000,1924,100,68,57.3,2890799.9,0,0,82500,361.1,2372.3
Multifamily Housing,183314,1958,100,75,53.6,4373284.1,0,0,1760375.7,766.2,9869
Multifamily Housing,160929,1966,100,81,73.8,13283065.4,0,0,0,931.7,5607.4
Multifamily Housing,66000,1923,100,71,62.6,2533829.8,0,0,307164,327,1798.3
Multifamily Housing,124820,1925,100,23,71.2,11593380.4,0,0,142512.1,711.5,0
Multifamily Housing,150094,1960,100,0,56.4,0,0,4998645.3,0,665.8,0
Multifamily Housing,70225,1923,100,0,71.3,7176138.2,0,0,123466.5,414.1,2637.6
Multifamily Housing,106480,1963,100,0,100.1,0,0,0,8948342.6,694.9,4153.7
Multifamily Housing,166005,1961,100,66,69.8,0,0,0,7590769.8,773.8,5525.9
Multifamily Housing,55760,1923,100,0,76.6,0,0,0,3393333.2,283.1,2054.2
Multifamily Housing,94669,1916,100,0,85.5,6281592,0,0,0,673,3638.5
Multifamily Housing,32220,1986,100,0,153.9,0,0,0,5903686.1,603,0
Multifamily Housing,133557,1929,100,0,73.1,14742727.6,0,0,191785.6,807.5,4552.6
Multifamily Housing,50950,1925,100,0,107.5,6964032.4,0,0,475858.3,447.4,0
Multifamily Housing,71336,1913,100,78,60.1,0,0,0,2816969.7,285.9,0
Multifamily Housing,96104,1961,100,22,113,8513618.9,0,0,177400,924.1,0
Multifamily Housing,145000,1962,100,90,62.7,0,0,7364333,147293.5,643.5,5383.8
Medical Office,43349,1915,100,89,54.5,0,0,2388000.1,25681.8,277.1,1971.9
Multifamily Housing,103922,1909,100,54,88.7,13489775.6,0,0,0,729.9,3239.8
Multifamily Housing,140000,1961,100,0,92.1,0,0,0,7342242.1,921.7,6126.5
Multifamily Housing,141534,1996,100,49,71,0,0,6559282.8,262166.7,855.1,0
Multifamily Housing,61381,1920,100,0,77.8,0,0,0,2510427.2,343.8,1270.7
Hospital,873000,1894,100,28,287.9,0,207000,146719424.1,0,19443.5,0
Multifamily Housing,182015,1958,100,79,66.1,0,0,0,8573599.9,777,9835.4
Multifamily Housing,168671,1957,100,0,67.2,0,0,0,7621230.1,803.6,0
Multifamily Housing,202255,1959,100,80,68.1,0,0,0,9646302.9,895.1,6776.6
Multifamily Housing,65953,1999,100,28,76.1,0,0,0,2287368.4,375.1,3539.8
Multifamily Housing,99200,1942,100,2,99.5,0,0,0,5595621.3,694.1,3285.4
Multifamily Housing,47919,1908,100,0,89,3756784.1,0,0,0,371.6,2333.9
Multifamily Housing,114300,1912,100,38,85,0,0,0,6259863,652.9,3337
Multifamily Housing,56287,1927,100,62,64.2,4692551.8,0,0,168256.5,285,0
Multifamily Housing,199987,2000,100,0,74.9,0,0,0,5647034.4,1225.7,0
Multifamily Housing,72438,1942,100,69,70.3,0,0,0,3768128,323,2673.5
Multifamily Housing,175590,1927,100,99,44.6,8832275.4,0,0,149482.3,669.7,4333.5
Multifamily Housing,54683,1928,100,75,62,0,0,0,2622212.8,217.5,1007.6
Multifamily Housing,291428,1930,100,94,65.9,0,0,0,14566901.2,1241.5,0
Multifamily Housing,55500,1927,100,51,101.7,4647766.6,0,0,89852,438.6,22627.1
Multifamily Housing,111251,1917,100,94,67.6,5638549.2,0,0,124263.4,594.3,2501.6
Multifamily Housing,139000,1929,100,95,44.7,4885199.6,0,0,1668922.4,465,1706.6
Multifamily Housing,79651,1947,100,69,69.9,4932671.8,0,0,1691642,418.3,4287.8
Multifamily Housing,226014,1930,100,29,79.4,0,0,0,12032511.7,1188.7,0
Multifamily Housing,125968,1965,100,0,35.7,0,0,0,0,425,0
Multifamily Housing,126160,2003,100,3,83.7,0,0,0,5487419.5,907,3896.7
Multifamily Housing,93304,1940,100,52,73.3,5333482.4,0,0,0,541.3,3653.5
Multifamily Housing,183269,1984,100,3,154.8,0,0,26517105,235600,2909.1,0
Multifamily Housing,243000,1967,100,8,87.5,0,0,16319221.3,0,1542.6,6893.7
Multifamily Housing,160000,1963,100,0,58.1,0,0,5774327.2,0,751.4,0
Multifamily Housing,190995,1963,100,28,85.4,6587292,0,0,8181896.4,1127.6,6838.7
Multifamily Housing,161471,1963,100,0,60.7,0,0,0,7117536.6,654.6,0
Multifamily Housing,92857,1962,100,10,156.8,0,0,0,12178846.3,868.1,0
Multifamily Housing,620365,1963,100,0,106.2,1793999.8,0,0,51645811.6,4206.1,0
Multifamily Housing,171111,1968,100,1,171.8,1656275.8,0,0,23132700,1971.8,12795.3
Hotel,98495,1963,100,46,86.5,5415917.1,0,0,56141.9,693.2,4527.9
Multifamily Housing,200024,1963,100,33,51,0,0,0,4370027.6,774,0
Multifamily Housing,416253,1988,100,60,90.8,0,0,0,40027997.4,4031.1,0
Multifamily Housing,265306,1920,100,10,112.5,41490804.4,0,0,605000.1,2359.8,14736.6
Multifamily Housing,259383,1961,100,0,63.3,0,0,10398505.2,611455.2,1397.7,10769.7
Multifamily Housing,160420,1880,100,99,31.2,0,0,0,859037.5,435.4,0
Multifamily Housing,490652,1979,75,1,152.5,0,0,0,60572802.9,4539.7,0
Multifamily Housing,100600,1964,100,19,99,0,0,0,7223200,638,0
Office,171933,1946,100,53,140.7,8833730.3,0,0,637737.5,2130.4,3314
Multifamily Housing,333724,1974,100,31,80.9,0,0,20028073.8,474810,2077.1,14172.8
Multifamily Housing,256474,1929,100,0,70,0,0,0,12957563,1214.4,12928.6
Multifamily Housing,1016132,1962,100,24,94.1,3838332.2,0,0,72001200.9,6368.7,38173.4
Multifamily Housing,507707,1999,100,20,84.8,0,0,32148449,251627,3138.2,0
Multifamily Housing,320000,1980,100,38,61.6,0,0,0,8394273.6,1495.3,12336.1
Multifamily Housing,87872,1929,100,0,54,3119144,0,0,103995,390.9,2170.5
Multifamily Housing,143800,1957,100,41,97.9,1376790.2,0,0,10386820.1,880.9,6485.3
Multifamily Housing,74947,1986,100,2,104.3,0,0,0,4789153,535.3,3327.3
Multifamily Housing,24492,1957,100,26,529.3,0,0,12963485.2,0,860.8,0
Multifamily Housing,346000,1961,100,98,43.2,0,0,0,10811420.7,1009.3,0
Multifamily Housing,483178,1976,100,44,66.5,0,0,21137643.9,603403.4,2434.8,16422.2
Multifamily Housing,140420,1961,100,87,49.8,0,0,0,4818058.6,457.2,0
Multifamily Housing,52000,1929,100,89,65.9,710672.6,0,0,2323299.6,219,1885.1
Multifamily Housing,80624,1954,100,0,81.7,0,0,5328905.6,0,511.9,0
Multifamily Housing,94875,1930,100,0,110.1,5885876.6,0,0,4146670.2,790.6,3202.4
Multifamily Housing,190000,1975,100,1,137.5,0,0,18202323.6,691937,2583.9,10171.8
Multifamily Housing,568500,1979,100,0,57,1656000.2,0,0,21343124.5,2203.4,20141.3
